"Wassersteinu, surgical_case_durations NO_ADDED_NOISE    sigma    0",838.24365
"Wassersteinu, LBP RA NO_ADDED_NOISE    sigma    0",1258.7592
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",306.82474
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",1248.1671
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",876.98035
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",868.07324
"Wasserstein, surgical_case_durations    sigma    0.005",2531.3677
"Wasserstein, surgical_case_durations    sigma    0.01",4324.27
"Wasserstein, surgical_case_durations    sigma    0.02",7036.7046
"Wasserstein, surgical_case_durations    sigma    0.05",10679.965
"Wasserstein, surgical_case_durations    sigma    0.1",14892.437
"Wasserstein, surgical_case_durations    sigma    0.2",15478.21
"Wasserstein, surgical_case_durations    missing_entry    0.001",1322.294
"Wasserstein, surgical_case_durations    missing_entry    0.005",1322.2391
"Wasserstein, surgical_case_durations    missing_entry    0.01",1412.9984
"Wasserstein, surgical_case_durations    missing_entry    0.05",2385.4358
"Wasserstein, surgical_case_durations    missing_entry    0.1",3040.4314
"Wasserstein, surgical_case_durations    missing_entry    0.5",10450.592
"Wasserstein, surgical_case_durations    missing_entry_combined    0.001",7289.2217
"Wasserstein, surgical_case_durations    missing_entry_combined    0.005",7168.923
"Wasserstein, surgical_case_durations    missing_entry_combined    0.01",7200.1694
"Wasserstein, surgical_case_durations    missing_entry_combined    0.05",7778.396
"Wasserstein, surgical_case_durations    missing_entry_combined    0.1",8676.114
"Wasserstein, surgical_case_durations    missing_entry_combined    0.5",13187.874
"Wassersteinu, surgical_case_durations    sigma    0.005",4036.2285
"Wassersteinu, surgical_case_durations    sigma    0.01",8430.915
"Wassersteinu, surgical_case_durations    sigma    0.02",15877.702
"Wassersteinu, surgical_case_durations    sigma    0.05",27209.236
"Wassersteinu, surgical_case_durations    sigma    0.1",33288.848
"Wassersteinu, surgical_case_durations    sigma    0.2",37497.883
"Wassersteinu, surgical_case_durations    missing_entry    0.001",755.22687
"Wassersteinu, surgical_case_durations    missing_entry    0.005",1013.5453
"Wassersteinu, surgical_case_durations    missing_entry    0.01",1163.526
"Wassersteinu, surgical_case_durations    missing_entry    0.05",1569.3094
"Wassersteinu, surgical_case_durations    missing_entry    0.1",2374.7812
"Wassersteinu, surgical_case_durations    missing_entry    0.5",9673.922
"Wassersteinu, surgical_case_durations    missing_entry_combined    0.001",15965.743
"Wassersteinu, surgical_case_durations    missing_entry_combined    0.005",15731.703
"Wassersteinu, surgical_case_durations    missing_entry_combined    0.01",16204.134
"Wassersteinu, surgical_case_durations    missing_entry_combined    0.05",16516.36
"Wassersteinu, surgical_case_durations    missing_entry_combined    0.1",17156.91
"Wassersteinu, surgical_case_durations    missing_entry_combined    0.5",21757.242
"Wasserstein, LBP RA    sigma    0.005",1823.4663
"Wasserstein, LBP RA    sigma    0.01",3335.9666
"Wasserstein, LBP RA    sigma    0.02",6010.205
"Wasserstein, LBP RA    sigma    0.05",8630.694
"Wasserstein, LBP RA    sigma    0.1",9591.375
"Wasserstein, LBP RA    sigma    0.2",10132.676
"Wasserstein, LBP RA    missing_entry    0.001",1626.0571
"Wasserstein, LBP RA    missing_entry    0.005",1564.5342
"Wasserstein, LBP RA    missing_entry    0.01",1601.5167
"Wasserstein, LBP RA    missing_entry    0.05",2031.7542
"Wasserstein, LBP RA    missing_entry    0.1",2469.5203
"Wasserstein, LBP RA    missing_entry    0.5",5764.6963
"Wasserstein, LBP RA    missing_entry_combined    0.001",5786.5366
"Wasserstein, LBP RA    missing_entry_combined    0.005",6099.0166
"Wasserstein, LBP RA    missing_entry_combined    0.01",5832.4453
"Wasserstein, LBP RA    missing_entry_combined    0.05",6306.551
"Wasserstein, LBP RA    missing_entry_combined    0.1",6473.639
"Wasserstein, LBP RA    missing_entry_combined    0.5",8466.891
"Wassersteinu, LBP RA    sigma    0.005",1638.9689
"Wassersteinu, LBP RA    sigma    0.01",3530.5999
"Wassersteinu, LBP RA    sigma    0.02",7066.5107
"Wassersteinu, LBP RA    sigma    0.05",11726.511
"Wassersteinu, LBP RA    sigma    0.1",13803.786
"Wassersteinu, LBP RA    sigma    0.2",14740.669
"Wassersteinu, LBP RA    missing_entry    0.001",1250.0889
"Wassersteinu, LBP RA    missing_entry    0.005",1330.0385
"Wassersteinu, LBP RA    missing_entry    0.01",1462.1848
"Wassersteinu, LBP RA    missing_entry    0.05",1627.1016
"Wassersteinu, LBP RA    missing_entry    0.1",2153.456
"Wassersteinu, LBP RA    missing_entry    0.5",5301.171
"Wassersteinu, LBP RA    missing_entry_combined    0.001",7016.549
"Wassersteinu, LBP RA    missing_entry_combined    0.005",7085.926
"Wassersteinu, LBP RA    missing_entry_combined    0.01",7036.8193
"Wassersteinu, LBP RA    missing_entry_combined    0.05",7227.1045
